trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2382,False,"{'a': 0.1, 'e': 0.09225564600796458}",20,10,18.26016589583966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.1, 'e': 0.09216339036195662}",20,3,19.15068877796302,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2384,False,"{'a': 0.1, 'e': 0.09207122697159466}",25,14,23.068962527628486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2385,False,"{'a': 0.1, 'e': 0.09197915574462306}",25,8,28.85052702456917,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.1, 'e': 0.09188717658887845}",20,9,10.14089101781055,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2387,False,"{'a': 0.1, 'e': 0.09179528941228957}",30,9,24.199589855671235,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
2388,False,"{'a': 0.1, 'e': 0.09170349412287727}",20,5,24.003536759418004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.1, 'e': 0.0916117906287544}",25,8,-0.27027629657170915,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
2390,False,"{'a': 0.1, 'e': 0.09152017883812565}",30,20,19.061797862178505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2391,False,"{'a': 0.1, 'e': 0.09142865865928752}",20,15,10.767844003756245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.1, 'e': 0.09133723000062823}",25,11,16.046793097518112,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2393,False,"{'a': 0.1, 'e': 0.0912458927706276}",25,15,19.52190241521194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.1, 'e': 0.09115464687785697}",35,0,56.03115609909849,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
2395,False,"{'a': 0.1, 'e': 0.09106349223097912}",20,11,18.984194603773034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.1, 'e': 0.09097242873874814}",30,8,13.910477072485298,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2397,False,"{'a': 0.1, 'e': 0.09088145631000939}",25,19,11.926956008676802,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.1, 'e': 0.09079057485369937}",20,4,28.009221187081614,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.1, 'e': 0.09069978427884569}",30,22,15.952689773474251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.1, 'e': 0.09060908449456684}",25,0,42.72242374265529,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2401,False,"{'a': 0.1, 'e': 0.09051847541007227}",25,8,27.12573136195863,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2402,False,"{'a': 0.1, 'e': 0.0904279569346622}",20,14,8.78261611745706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.1, 'e': 0.09033752897772754}",20,12,14.44272786249359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2404,False,"{'a': 0.1, 'e': 0.0902471914487498}",25,15,16.266721448659474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2405,False,"{'a': 0.1, 'e': 0.09015694425730106}",20,12,16.90142836635277,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.1, 'e': 0.09006678731304375}",25,7,27.12078505945187,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2407,False,"{'a': 0.1, 'e': 0.0899767205257307}",25,15,16.152263659880305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2408,False,"{'a': 0.1, 'e': 0.08988674380520498}",20,4,28.91787359180937,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.1, 'e': 0.08979685706139978}",20,13,0.0058264835597348075,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2410,False,"{'a': 0.1, 'e': 0.08970706020433837}",20,6,26.183373087451614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2411,False,"{'a': 0.1, 'e': 0.08961735314413403}",20,12,15.464610060061135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2412,False,"{'a': 0.1, 'e': 0.08952773579098991}",25,3,18.790142523481656,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2413,False,"{'a': 0.1, 'e': 0.08943820805519892}",25,10,23.400638648954402,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2414,False,"{'a': 0.1, 'e': 0.08934876984714371}",20,8,24.620957194438837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2415,False,"{'a': 0.1, 'e': 0.08925942107729658}",25,1,41.31449938474443,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2416,False,"{'a': 0.1, 'e': 0.08917016165621927}",20,8,22.23961337799251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2417,False,"{'a': 0.1, 'e': 0.08908099149456306}",25,13,21.76442428357553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2418,False,"{'a': 0.1, 'e': 0.0889919105030685}",25,5,21.88858736672688,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2419,False,"{'a': 0.1, 'e': 0.08890291859256542}",25,3,36.495914954986105,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.1, 'e': 0.08881401567397286}",20,8,14.055724856084758,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2421,False,"{'a': 0.1, 'e': 0.08872520165829889}",20,8,20.562434029354627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2422,False,"{'a': 0.1, 'e': 0.08863647645664059}",20,7,28.925391781072115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2423,False,"{'a': 0.1, 'e': 0.08854783998018395}",20,2,28.99636459886218,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2424,False,"{'a': 0.1, 'e': 0.08845929214020376}",30,8,37.417756966388566,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2425,False,"{'a': 0.1, 'e': 0.08837083284806356}",35,24,20.537274043067047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.1, 'e': 0.08828246201521549}",20,13,13.304142864935677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.1, 'e': 0.08819417955320027}",25,10,18.767881628183968,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2428,False,"{'a': 0.1, 'e': 0.08810598537364708}",35,12,8.444537846590201,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
2429,False,"{'a': 0.1, 'e': 0.08801787938827343}",25,18,4.898880572054358,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2430,False,"{'a': 0.1, 'e': 0.08792986150888515}",20,13,13.198874707456907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2431,False,"{'a': 0.1, 'e': 0.08784193164737628}",20,7,16.076191686657285,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2432,False,"{'a': 0.1, 'e': 0.0877540897157289}",25,4,26.894601863690497,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2433,False,"{'a': 0.1, 'e': 0.08766633562601317}",25,7,27.216386434970094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2434,False,"{'a': 0.1, 'e': 0.08757866929038716}",20,5,5.940102756189307,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2435,False,"{'a': 0.1, 'e': 0.08749109062109676}",20,9,16.41525694479245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.1, 'e': 0.08740359953047566}",20,8,-44.162580030262845,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
2437,False,"{'a': 0.1, 'e': 0.0873161959309452}",20,0,35.335802257831254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2438,False,"{'a': 0.1, 'e': 0.08722887973501425}",20,8,20.087889974683083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.1, 'e': 0.08714165085527924}",20,4,28.3408259108708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2440,False,"{'a': 0.1, 'e': 0.08705450920442395}",20,0,22.096160884927897,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2441,False,"{'a': 0.1, 'e': 0.08696745469521953}",30,17,20.77826369658017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2442,False,"{'a': 0.1, 'e': 0.08688048724052432}",30,13,30.777675015074216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2443,False,"{'a': 0.1, 'e': 0.08679360675328379}",25,11,11.363452444187745,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2444,False,"{'a': 0.1, 'e': 0.0867068131465305}",30,22,15.748218462994231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.1, 'e': 0.08662010633338398}",20,15,8.548376239431189,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2446,False,"{'a': 0.1, 'e': 0.0865334862270506}",20,12,17.145848077227708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2447,False,"{'a': 0.1, 'e': 0.08644695274082353}",20,11,15.60982429204489,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2448,False,"{'a': 0.1, 'e': 0.08636050578808271}",20,10,18.487904544235075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.1, 'e': 0.08627414528229463}",20,8,24.45357797225143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2450,False,"{'a': 0.1, 'e': 0.08618787113701233}",20,13,12.203178012440485,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2451,False,"{'a': 0.1, 'e': 0.08610168326587532}",20,14,13.963813175872756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2452,False,"{'a': 0.1, 'e': 0.08601558158260945}",30,0,-3.738861451974902,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
2453,False,"{'a': 0.1, 'e': 0.08592956600102684}",20,0,27.34610980397495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2454,False,"{'a': 0.1, 'e': 0.08584363643502581}",25,15,-21.220704524581883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2455,False,"{'a': 0.1, 'e': 0.08575779279859079}",25,13,21.08026548695782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2456,False,"{'a': 0.1, 'e': 0.0856720350057922}",20,8,9.843143231082657,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2457,False,"{'a': 0.1, 'e': 0.08558636297078641}",20,4,8.032890502676597,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2458,False,"{'a': 0.1, 'e': 0.08550077660781562}",20,3,29.73113316962701,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2459,False,"{'a': 0.1, 'e': 0.0854152758312078}",25,12,24.373382449825407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2460,False,"{'a': 0.1, 'e': 0.0853298605553766}",25,3,32.51279938057673,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2461,False,"{'a': 0.1, 'e': 0.08524453069482121}",20,13,13.696457480963318,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,False,"{'a': 0.1, 'e': 0.0851592861641264}",30,13,29.056950252677417,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2463,False,"{'a': 0.1, 'e': 0.08507412687796227}",25,15,16.59885466643292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2464,False,"{'a': 0.1, 'e': 0.0849890527510843}",25,0,34.394612948136604,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2465,False,"{'a': 0.1, 'e': 0.08490406369833323}",25,13,-1.3459928837001003,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2466,False,"{'a': 0.1, 'e': 0.08481915963463489}",20,0,-5.649887809193468,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2467,False,"{'a': 0.1, 'e': 0.08473434047500025}",25,16,18.470060619114477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2468,False,"{'a': 0.1, 'e': 0.08464960613452525}",30,16,15.944331672163761,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2469,False,"{'a': 0.1, 'e': 0.08456495652839073}",20,8,7.498879346583609,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2470,False,"{'a': 0.1, 'e': 0.08448039157186234}",25,15,8.061467295995673,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2471,False,"{'a': 0.1, 'e': 0.08439591118029048}",25,18,13.908042371078949,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2472,False,"{'a': 0.1, 'e': 0.08431151526911018}",25,13,22.440632405028673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2473,False,"{'a': 0.1, 'e': 0.08422720375384107}",25,18,13.331072538312476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2474,False,"{'a': 0.1, 'e': 0.08414297655008723}",30,7,17.970024485779795,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
2475,False,"{'a': 0.1, 'e': 0.08405883357353715}",20,7,21.113481784518708,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2476,False,"{'a': 0.1, 'e': 0.0839747747399636}",20,2,7.295462081415087,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2477,False,"{'a': 0.1, 'e': 0.08389079996522364}",25,10,29.787073580101527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.1, 'e': 0.08380690916525842}",30,18,20.189070690947975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.1, 'e': 0.08372310225609317}",30,16,16.564334762288837,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2480,False,"{'a': 0.1, 'e': 0.08363937915383707}",20,14,8.821892146415086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2481,False,"{'a': 0.1, 'e': 0.08355573977468324}",25,17,14.24285340447976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.1, 'e': 0.08347218403490855}",25,18,11.409845825638248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.1, 'e': 0.08338871185087364}",25,4,35.792619027563354,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.1, 'e': 0.08330532313902277}",20,13,15.14559200913981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.1, 'e': 0.08322201781588374}",25,9,25.15138181733079,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2486,False,"{'a': 0.1, 'e': 0.08313879579806786}",25,15,-7.064118289876063,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2487,False,"{'a': 0.1, 'e': 0.08305565700226979}",25,12,20.842967654924944,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.1, 'e': 0.08297260134526752}",30,18,26.166394316698188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.1, 'e': 0.08288962874392225}",25,5,27.08994961073534,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2490,False,"{'a': 0.1, 'e': 0.08280673911517833}",25,13,21.744639260905736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.1, 'e': 0.08272393237606315}",20,13,11.38263988581957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.1, 'e': 0.0826412084436871}",25,12,24.176471499078076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.1, 'e': 0.08255856723524341}",30,8,-10.91350186635839,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
2494,False,"{'a': 0.1, 'e': 0.08247600866800817}",30,23,13.920189033772859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.1, 'e': 0.08239353265934016}",35,26,10.365488474352498,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.1, 'e': 0.08231113912668081}",30,13,7.436975429260731,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2497,False,"{'a': 0.1, 'e': 0.08222882798755413}",20,5,30.39826337992203,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.1, 'e': 0.08214659915956657}",25,19,8.355056887721602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.1, 'e': 0.08206445256040701}",20,10,15.477248110400096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2500,False,"{'a': 0.1, 'e': 0.0819823881078466}",25,11,9.212647363411552,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2501,False,"{'a': 0.1, 'e': 0.08190040571973875}",25,10,15.803267633582717,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2502,False,"{'a': 0.1, 'e': 0.08181850531401902}",25,17,16.982766084931008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.1, 'e': 0.081736686808705}",20,14,7.5672712060646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2504,False,"{'a': 0.1, 'e': 0.08165495012189629}",25,10,27.314543660839146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.1, 'e': 0.08157329517177439}",25,12,24.95682218132862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.1, 'e': 0.08149172187660263}",20,8,-0.8878143372159768,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
2507,False,"{'a': 0.1, 'e': 0.08141023015472602}",25,14,15.577836413559094,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2508,False,"{'a': 0.1, 'e': 0.08132881992457129}",20,6,23.338977367349553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2509,False,"{'a': 0.1, 'e': 0.08124749110464673}",25,13,22.276298427035886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2510,False,"{'a': 0.1, 'e': 0.08116624361354208}",30,4,42.332082569032444,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
2511,False,"{'a': 0.1, 'e': 0.08108507736992854}",20,10,16.508484484865214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2512,False,"{'a': 0.1, 'e': 0.0810039922925586}",20,12,14.619572522248731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2513,False,"{'a': 0.1, 'e': 0.08092298830026605}",25,14,18.07512518092543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2514,False,"{'a': 0.1, 'e': 0.08084206531196578}",20,11,15.892929365707838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2515,False,"{'a': 0.1, 'e': 0.08076122324665382}",20,3,27.280458043564558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2516,False,"{'a': 0.1, 'e': 0.08068046202340716}",20,11,16.4339585362393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2517,False,"{'a': 0.1, 'e': 0.08059978156138375}",25,0,26.172736880397643,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2518,False,"{'a': 0.1, 'e': 0.08051918177982237}",25,17,17.93636968004116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2519,False,"{'a': 0.1, 'e': 0.08043866259804254}",25,3,28.637034757413506,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2520,False,"{'a': 0.1, 'e': 0.0803582239354445}",25,15,19.233527425644642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2521,False,"{'a': 0.1, 'e': 0.08027786571150906}",25,16,17.120388891236257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2522,False,"{'a': 0.1, 'e': 0.08019758784579754}",25,15,19.62325817988267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2523,False,"{'a': 0.1, 'e': 0.08011739025795175}",20,1,21.66778136191141,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2524,False,"{'a': 0.1, 'e': 0.0800372728676938}",30,16,26.412142826690463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2525,False,"{'a': 0.1, 'e': 0.0799572355948261}",20,0,31.386440046601713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2526,False,"{'a': 0.1, 'e': 0.07987727835923128}",20,10,8.485096615901277,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2527,False,"{'a': 0.1, 'e': 0.07979740108087205}",20,8,-21.473413612325565,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
2528,False,"{'a': 0.1, 'e': 0.07971760367979118}",25,8,31.904139165289937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.1, 'e': 0.07963788607611139}",25,10,23.685441430928286,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.1, 'e': 0.07955824819003528}",20,16,8.65651546812195,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.1, 'e': 0.07947868994184523}",20,6,23.204811657141548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2532,False,"{'a': 0.1, 'e': 0.0793992112519034}",30,9,38.33675129384787,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2533,False,"{'a': 0.1, 'e': 0.07931981204065149}",20,3,19.931550062500133,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2534,False,"{'a': 0.1, 'e': 0.07924049222861083}",30,4,-20.401106217941326,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
2535,False,"{'a': 0.1, 'e': 0.07916125173638222}",30,8,39.10098582607806,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2536,False,"{'a': 0.1, 'e': 0.07908209048464585}",25,20,10.31851793970938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2537,False,"{'a': 0.1, 'e': 0.0790030083941612}",25,11,26.979470603956113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2538,False,"{'a': 0.1, 'e': 0.07892400538576703}",20,11,15.881548892470713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2539,False,"{'a': 0.1, 'e': 0.07884508138038127}",20,15,4.700995890235259,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2540,False,"{'a': 0.1, 'e': 0.07876623629900088}",25,16,14.341798963360176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2541,False,"{'a': 0.1, 'e': 0.0786874700627019}",25,15,18.384256156895425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2542,False,"{'a': 0.1, 'e': 0.07860878259263919}",25,1,39.68009395778837,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2543,False,"{'a': 0.1, 'e': 0.07853017381004655}",20,11,5.588248994488839,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2544,False,"{'a': 0.1, 'e': 0.0784516436362365}",20,12,14.484851731109877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2545,False,"{'a': 0.1, 'e': 0.07837319199260026}",30,13,28.48527358929214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2546,False,"{'a': 0.1, 'e': 0.07829481880060767}",25,0,11.792905074618915,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2547,False,"{'a': 0.1, 'e': 0.07821652398180706}",25,8,14.229250373306186,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2548,False,"{'a': 0.1, 'e': 0.07813830745782525}",25,13,21.33054512310738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2549,False,"{'a': 0.1, 'e': 0.07806016915036743}",35,22,26.097899322138616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2550,False,"{'a': 0.1, 'e': 0.07798210898121706}",30,8,36.140071776202966,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2551,False,"{'a': 0.1, 'e': 0.07790412687223584}",25,13,21.95241796856785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2552,False,"{'a': 0.1, 'e': 0.0778262227453636}",25,16,15.547733748199477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2553,False,"{'a': 0.1, 'e': 0.07774839652261824}",20,0,23.16471653633763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.1, 'e': 0.07767064812609561}",20,12,16.61087979662898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2555,False,"{'a': 0.1, 'e': 0.07759297747796952}",25,0,-3.2599530593267776,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2556,False,"{'a': 0.1, 'e': 0.07751538450049156}",30,18,22.607594005130522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2557,False,"{'a': 0.1, 'e': 0.07743786911599107}",25,13,21.696628389310284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.1, 'e': 0.07736043124687507}",20,11,14.169737249246149,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2559,False,"{'a': 0.1, 'e': 0.0772830708156282}",20,5,28.49833751229717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.1, 'e': 0.07720578774481257}",25,17,14.415904627732115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2561,False,"{'a': 0.1, 'e': 0.07712858195706776}",25,17,15.701519633035373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2562,False,"{'a': 0.1, 'e': 0.07705145337511068}",30,7,34.47095886380306,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
2563,False,"{'a': 0.1, 'e': 0.07697440192173557}",30,13,33.16081657314273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2564,False,"{'a': 0.1, 'e': 0.07689742751981385}",25,15,16.370067356232926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
